4, 7, 2, 1, 'adbs'
4, 7, 2, 1, 'anlp'
4, 7, 2, 1, 'ids'
4, 7, 2, 1, 'sdp'
4, 7, 2, 1, 'mlpr'
4, 7, 2, 1, 'rl'
4, 7, 2, 1, 'ppls'
5, 5, 10, 9, 'adbs'
5, 5, 10, 9, 'anlp'
5, 5, 10, 9, 'ids'
5, 5, 10, 9, 'sdp'
5, 5, 10, 9, 'mlpr'
5, 5, 10, 9, 'rl'
5, 5, 10, 9, 'ppls'
3, 11, 4, 5, 'adbs'
3, 11, 4, 5, 'anlp'
3, 11, 4, 5, 'ids'
3, 11, 4, 5, 'sdp'
3, 11, 4, 5, 'mlpr'
3, 11, 4, 5, 'rl'
3, 11, 4, 5, 'ppls'
5, 5, 3, 2, 'adbs'
5, 5, 3, 2, 'anlp'
5, 5, 3, 2, 'ids'
5, 5, 3, 2, 'sdp'
5, 5, 3, 2, 'mlpr'
5, 5, 3, 2, 'rl'
5, 5, 3, 2, 'ppls'
10, 10, 6, 11, 'adbs'
10, 10, 6, 11, 'anlp'
10, 10, 6, 11, 'ids'
10, 10, 6, 11, 'sdp'
10, 10, 6, 11, 'mlpr'
10, 10, 6, 11, 'rl'
10, 10, 6, 11, 'ppls'
3, 5, 6, 1, 'adbs'
3, 5, 6, 1, 'anlp'
3, 5, 6, 1, 'ids'
3, 5, 6, 1, 'sdp'
3, 5, 6, 1, 'mlpr'
3, 5, 6, 1, 'rl'
3, 5, 6, 1, 'ppls'
4, 3, 7, 11, 'adbs'
4, 3, 7, 11, 'anlp'
4, 3, 7, 11, 'ids'
4, 3, 7, 11, 'sdp'
4, 3, 7, 11, 'mlpr'
4, 3, 7, 11, 'rl'
4, 3, 7, 11, 'ppls'
2, 3, 5, 11, 'adbs'
2, 3, 5, 11, 'anlp'
2, 3, 5, 11, 'ids'
2, 3, 5, 11, 'sdp'
2, 3, 5, 11, 'mlpr'
2, 3, 5, 11, 'rl'
2, 3, 5, 11, 'ppls'
5, 4, 2, 9, 'adbs'
5, 4, 2, 9, 'anlp'
5, 4, 2, 9, 'ids'
5, 4, 2, 9, 'sdp'
5, 4, 2, 9, 'mlpr'
5, 4, 2, 9, 'rl'
5, 4, 2, 9, 'ppls'
8, 10, 6, 5, 'adbs'
8, 10, 6, 5, 'anlp'
8, 10, 6, 5, 'ids'
8, 10, 6, 5, 'sdp'
8, 10, 6, 5, 'mlpr'
8, 10, 6, 5, 'rl'
8, 10, 6, 5, 'ppls'
4, 4, 4, 4, 'adbs'
4, 4, 4, 4, 'anlp'
4, 4, 4, 4, 'ids'
4, 4, 4, 4, 'sdp'
4, 4, 4, 4, 'mlpr'
4, 4, 4, 4, 'rl'
4, 4, 4, 4, 'ppls'
9, 5, 5, 6, 'adbs'
9, 5, 5, 6, 'anlp'
9, 5, 5, 6, 'ids'
9, 5, 5, 6, 'sdp'
9, 5, 5, 6, 'mlpr'
9, 5, 5, 6, 'rl'
9, 5, 5, 6, 'ppls'
3, 7, 2, 2, 'adbs'
3, 7, 2, 2, 'anlp'
3, 7, 2, 2, 'ids'
3, 7, 2, 2, 'sdp'
3, 7, 2, 2, 'mlpr'
3, 7, 2, 2, 'rl'
3, 7, 2, 2, 'ppls'
10, 7, 7, 9, 'adbs'
10, 7, 7, 9, 'anlp'
10, 7, 7, 9, 'ids'
10, 7, 7, 9, 'sdp'
10, 7, 7, 9, 'mlpr'
10, 7, 7, 9, 'rl'
10, 7, 7, 9, 'ppls'
5, 6, 7, 11, 'adbs'
5, 6, 7, 11, 'anlp'
5, 6, 7, 11, 'ids'
5, 6, 7, 11, 'sdp'
5, 6, 7, 11, 'mlpr'
5, 6, 7, 11, 'rl'
5, 6, 7, 11, 'ppls'
10, 10, 1, 1, 'adbs'
10, 10, 1, 1, 'anlp'
10, 10, 1, 1, 'ids'
10, 10, 1, 1, 'sdp'
10, 10, 1, 1, 'mlpr'
10, 10, 1, 1, 'rl'
10, 10, 1, 1, 'ppls'
5, 11, 1, 7, 'adbs'
5, 11, 1, 7, 'anlp'
5, 11, 1, 7, 'ids'
5, 11, 1, 7, 'sdp'
5, 11, 1, 7, 'mlpr'
5, 11, 1, 7, 'rl'
5, 11, 1, 7, 'ppls'
4, 4, 9, 8, 'adbs'
4, 4, 9, 8, 'anlp'
4, 4, 9, 8, 'ids'
4, 4, 9, 8, 'sdp'
4, 4, 9, 8, 'mlpr'
4, 4, 9, 8, 'rl'
4, 4, 9, 8, 'ppls'
1, 7, 5, 1, 'adbs'
1, 7, 5, 1, 'anlp'
1, 7, 5, 1, 'ids'
1, 7, 5, 1, 'sdp'
1, 7, 5, 1, 'mlpr'
1, 7, 5, 1, 'rl'
1, 7, 5, 1, 'ppls'
8, 5, 8, 7, 'adbs'
8, 5, 8, 7, 'anlp'
8, 5, 8, 7, 'ids'
8, 5, 8, 7, 'sdp'
8, 5, 8, 7, 'mlpr'
8, 5, 8, 7, 'rl'
8, 5, 8, 7, 'ppls'
5, 7, 6, 10, 'adbs'
5, 7, 6, 10, 'anlp'
5, 7, 6, 10, 'ids'
5, 7, 6, 10, 'sdp'
5, 7, 6, 10, 'mlpr'
5, 7, 6, 10, 'rl'
5, 7, 6, 10, 'ppls'
1, 7, 11, 8, 'adbs'
1, 7, 11, 8, 'anlp'
1, 7, 11, 8, 'ids'
1, 7, 11, 8, 'sdp'
1, 7, 11, 8, 'mlpr'
1, 7, 11, 8, 'rl'
1, 7, 11, 8, 'ppls'
1, 4, 8, 8, 'adbs'
1, 4, 8, 8, 'anlp'
1, 4, 8, 8, 'ids'
1, 4, 8, 8, 'sdp'
1, 4, 8, 8, 'mlpr'
1, 4, 8, 8, 'rl'
1, 4, 8, 8, 'ppls'
1, 4, 10, 6, 'adbs'
1, 4, 10, 6, 'anlp'
1, 4, 10, 6, 'ids'
1, 4, 10, 6, 'sdp'
1, 4, 10, 6, 'mlpr'
1, 4, 10, 6, 'rl'
1, 4, 10, 6, 'ppls'
4, 5, 6, 4, 'adbs'
4, 5, 6, 4, 'anlp'
4, 5, 6, 4, 'ids'
4, 5, 6, 4, 'sdp'
4, 5, 6, 4, 'mlpr'
4, 5, 6, 4, 'rl'
4, 5, 6, 4, 'ppls'
5, 4, 10, 8, 'adbs'
5, 4, 10, 8, 'anlp'
5, 4, 10, 8, 'ids'
5, 4, 10, 8, 'sdp'
5, 4, 10, 8, 'mlpr'
5, 4, 10, 8, 'rl'
5, 4, 10, 8, 'ppls'
5, 5, 1, 7, 'adbs'
5, 5, 1, 7, 'anlp'
5, 5, 1, 7, 'ids'
5, 5, 1, 7, 'sdp'
5, 5, 1, 7, 'mlpr'
5, 5, 1, 7, 'rl'
5, 5, 1, 7, 'ppls'
9, 11, 3, 10, 'adbs'
9, 11, 3, 10, 'anlp'
9, 11, 3, 10, 'ids'
9, 11, 3, 10, 'sdp'
9, 11, 3, 10, 'mlpr'
9, 11, 3, 10, 'rl'
9, 11, 3, 10, 'ppls'
3, 1, 8, 3, 'adbs'
